ratio_id,canonical_ratio_id,is_canonical_ratio,stage3_exclude,duplicate_alias_of,duplicate_alias_type,duplicate_alias_reason,duplicate_alias_source,duplicate_alias_policy_note,category,ratio_name_ko,numerator_term_orig,numerator_item_code,numerator_item_name,numerator_statement_source,numerator_lag,numerator_is_average,numerator_is_growth,numerator_status,numerator_derived_formula,numerator_derived_components,denominator_term_orig,denominator_item_code,denominator_item_name,denominator_statement_source,denominator_lag,denominator_is_average,denominator_is_growth,denominator_status,denominator_derived_formula,denominator_derived_components,requires_lag,requires_average_denominator,requires_growth_base,unit_output,expected_good_direction,denominator_zero_policy,negative_denominator_policy,priority,availability_status,formula_item_code_fingerprint,notes
R080,R079,False,True,R079,exact_value_alias,EBIT 이자보상배율 is identical to 이자보상배율 under the current EBIT mapping.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,부채상환능력,EBIT 이자보상배율,EBIT,U01B430000000,EBIT,DERIVED,0,False,False,derivable,영업이익,영업이익,이자비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,확장,available_derived,U01B430000000|U01B550000000|영업이익,
R081,R081,True,False,,,,,,부채상환능력,EBITDA 이자보상배율,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,이자비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,핵심,available_derived,U01B430000000+U01B350014100+U01B350014300|U01B550000000|영업이익|감가상각비|무형자산상각비,
R082,R082,True,False,,,,,,부채상환능력,세전이익 이자보상배율,세전이익,U01B700000000,법인세비용차감전순이익(손실)(IFRS)(천원)   법인세비용차감전순이익(손실)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,이자비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,확장,available_direct,U01B700000000|U01B550000000,
R083,R083,True,False,,,,,,부채상환능력,OCF 이자보상배율,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,이자비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,확장,available_direct,U01D100000000|U01B550000000,
R085,R085,True,False,,,,,,부채상환능력,금융비용부담률,금융비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,핵심,available_direct,U01B550000000|U01B100000000,
R086,R085,False,True,R085,exact_value_alias,이자비용/매출액 uses the same numerator item code as 금융비용부담률; not an independent ratio in the current source mapping.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,부채상환능력,이자비용/매출액,이자비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_direct,U01B550000000|U01B100000000,
R087,R087,True,False,,,,,,부채상환능력,이자비용/영업이익,이자비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,영업이익,U01B430000000,* (정상)영업손익(계산수치)(IFRS)(천원)   * (정상)영업손익(계산수치)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_direct,U01B550000000|U01B430000000,
R088,R089,False,True,R089,exact_value_alias,이자비용/EBITDA uses the same numerator item code as 금융비용/EBITDA; keep the semantically accurate financial-cost ratio.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,부채상환능력,이자비용/EBITDA,이자비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_derived,U01B550000000|U01B430000000+U01B350014100+U01B350014300|영업이익|감가상각비|무형자산상각비,
R089,R089,True,False,,,,,,부채상환능력,금융비용/EBITDA,금융비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_derived,U01B550000000|U01B430000000+U01B350014100+U01B350014300|영업이익|감가상각비|무형자산상각비,
R090,R090,True,False,,,,,,부채상환능력,금융비용/영업현금흐름,금융비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_direct,U01B550000000|U01D100000000,
R091,R091,True,False,,,,,,부채상환능력,OCF/총부채,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,부채총계,U01A800000000,부채(IFRS)(천원)   부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,핵심,available_direct,U01D100000000|U01A800000000,
R092,R092,True,False,,,,,,부채상환능력,OCF/총차입금,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,총차입금,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,0,False,False,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,확장,available_derived,U01D100000000|U01A811026700+U01A811012800+U01A811000000+U01A811027400|단기차입금|장기차입금|사채|유동성장기부채,
R093,R093,True,False,,,,,,부채상환능력,OCF/순차입금,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,순차입금,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,0,False,False,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,확장,available_derived,U01D100000000|U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,
R094,R094,True,False,,,,,,부채상환능력,OCF/유동부채,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,유동부채,U01A811026000,유동부채(IFRS)(천원)      유동부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,확장,available_direct,U01D100000000|U01A811026000,
R095,R095,True,False,,,,,,부채상환능력,OCF/단기차입금,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,단기차입금,U01A811026700,단기차입금(IFRS)(천원)         단기차입금(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,확장,available_direct,U01D100000000|U01A811026700,
R099,R099,True,False,,,,,,부채상환능력,EBITDA/총차입금,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,총차입금,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,0,False,False,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,확장,available_derived,U01B430000000+U01B350014100+U01B350014300|U01A811026700+U01A811012800+U01A811000000+U01A811027400|영업이익|감가상각비|무형자산상각비|단기차입금|장기차입금|사채|유동성장기부채,
R100,R100,True,False,,,,,,부채상환능력,EBITDA/순차입금,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,순차입금,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,0,False,False,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,확장,available_derived,U01B430000000+U01B350014100+U01B350014300|U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|영업이익|감가상각비|무형자산상각비|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,
R101,R101,True,False,,,,,,부채상환능력,총차입금/EBITDA,총차입금,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,0,False,False,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_derived,U01A811026700+U01A811012800+U01A811000000+U01A811027400|U01B430000000+U01B350014100+U01B350014300|단기차입금|장기차입금|사채|유동성장기부채|영업이익|감가상각비|무형자산상각비,
R102,R102,True,False,,,,,,부채상환능력,순차입금/EBITDA,순차입금,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,0,False,False,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,핵심,available_derived,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|U01B430000000+U01B350014100+U01B350014300|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채|영업이익|감가상각비|무형자산상각비,
R103,R103,True,False,,,,,,부채상환능력,총부채/EBITDA,부채총계,U01A800000000,부채(IFRS)(천원)   부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_derived,U01A800000000|U01B430000000+U01B350014100+U01B350014300|영업이익|감가상각비|무형자산상각비,
R104,R104,True,False,,,,,,부채상환능력,순차입금/OCF,순차입금,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,0,False,False,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_derived,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|U01D100000000|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,
R105,R105,True,False,,,,,,부채상환능력,총차입금/OCF,총차입금,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,0,False,False,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_derived,U01A811026700+U01A811012800+U01A811000000+U01A811027400|U01D100000000|단기차입금|장기차입금|사채|유동성장기부채,
R106,R106,True,False,,,,,,부채상환능력,총부채/OCF,부채총계,U01A800000000,부채(IFRS)(천원)   부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_direct,U01A800000000|U01D100000000,
R107,R107,True,False,,,,,,부채상환능력,단기차입금/OCF,단기차입금,U01A811026700,단기차입금(IFRS)(천원)         단기차입금(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_direct,U01A811026700|U01D100000000,
R108,R108,True,False,,,,,,부채상환능력,단기금융부채/EBITDA,단기금융부채,U01A811026700+U01A811027400,단기금융부채,DERIVED,0,False,False,derivable,단기차입금 + 유동성장기부채,단기차입금|유동성장기부채,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_derived,U01A811026700+U01A811027400|U01B430000000+U01B350014100+U01B350014300|단기차입금|유동성장기부채|영업이익|감가상각비|무형자산상각비,
R109,R109,True,False,,,,,,부채상환능력,단기금융부채/현금성자산,단기금융부채,U01A811026700+U01A811027400,단기금융부채,DERIVED,0,False,False,derivable,단기차입금 + 유동성장기부채,단기차입금|유동성장기부채,현금및현금성자산,U01A111050000,현금및현금성자산(IFRS)(천원)         현금및현금성자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_derived,U01A811026700+U01A811027400|U01A111050000|단기차입금|유동성장기부채,
R110,R110,True,False,,,,,,부채상환능력,현금성자산/총차입금,현금성자산,U01A111050000,현금및현금성자산(IFRS)(천원)         현금및현금성자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총차입금,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,0,False,False,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,확장,available_derived,U01A111050000|U01A811026700+U01A811012800+U01A811000000+U01A811027400|단기차입금|장기차입금|사채|유동성장기부채,
R111,R111,True,False,,,,,,부채상환능력,현금성자산/단기차입금,현금성자산,U01A111050000,현금및현금성자산(IFRS)(천원)         현금및현금성자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,단기차입금,U01A811026700,단기차입금(IFRS)(천원)         단기차입금(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,확장,available_direct,U01A111050000|U01A811026700,
R112,R112,True,False,,,,,,부채상환능력,내부자금조달률,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,CAPEX,U01D206012400,CAPEX,DERIVED,0,False,False,derivable,현금흐름표 유형자산 취득,CAPEX_proxy,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,확장,available_derived,U01D100000000|U01D206012400|CAPEX_proxy,
R114,R102,False,True,R102,exact_value_alias,순차입금상환가능기간 is identical to 순차입금/EBITDA.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,부채상환능력,순차입금상환가능기간,순차입금,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,0,False,False,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_derived,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|U01B430000000+U01B350014100+U01B350014300|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채|영업이익|감가상각비|무형자산상각비,
R115,R115,True,False,,,,,,유동성,유동비율,유동자산,U01A111038600,유동자산(IFRS)(천원)      유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,유동부채,U01A811026000,유동부채(IFRS)(천원)      유동부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량,NaN,compute_with_flag,핵심,available_direct,U01A111038600|U01A811026000,
R116,R116,True,False,,,,,,유동성,당좌비율,당좌자산,U01A111038600+U01A111038700,당좌자산,DERIVED,0,False,False,derivable,유동자산 - 재고자산,유동자산|재고자산,유동부채,U01A811026000,유동부채(IFRS)(천원)      유동부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량,NaN,compute_with_flag,핵심,available_derived,U01A111038600+U01A111038700|U01A811026000|유동자산|재고자산,
R117,R117,True,False,,,,,,유동성,현금비율,현금성자산,U01A111050000,현금및현금성자산(IFRS)(천원)         현금및현금성자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,유동부채,U01A811026000,유동부채(IFRS)(천원)      유동부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량,NaN,compute_with_flag,핵심,available_direct,U01A111050000|U01A811026000,
R118,R076,False,True,R076,exact_value_alias,순운전자본비율 is identical to 순운전자본/총자산.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,유동성,순운전자본비율,순운전자본,U01A111038600+U01A811026000,순운전자본,DERIVED,0,False,False,derivable,유동자산 - 유동부채,유동자산|유동부채,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량,NaN,compute_with_flag,핵심,available_derived,U01A111038600+U01A811026000|U01A100000000|유동자산|유동부채,
R119,R077,False,True,R077,exact_value_alias,순운전자본/매출액 is identical to 운전자본/매출액.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,유동성,순운전자본/매출액,순운전자본,U01A111038600+U01A811026000,순운전자본,DERIVED,0,False,False,derivable,유동자산 - 유동부채,유동자산|유동부채,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량 가능,NaN,compute_with_flag,확장,available_derived,U01A111038600+U01A811026000|U01B100000000|유동자산|유동부채,
R120,R120,True,False,,,,,,유동성,유동자산/총자산,유동자산,U01A111038600,유동자산(IFRS)(천원)      유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,산업별,NaN,compute_with_flag,확장,available_direct,U01A111038600|U01A100000000,
R121,R121,True,False,,,,,,유동성,유동부채/총자산,유동부채,U01A811026000,유동부채(IFRS)(천원)      유동부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,낮을수록 우량,NaN,compute_with_flag,확장,available_direct,U01A811026000|U01A100000000,
R122,R122,True,False,,,,,,유동성,유동부채/매출액,유동부채,U01A811026000,유동부채(IFRS)(천원)      유동부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 dummy,낮을수록 우량,NaN,compute_with_flag,확장,available_direct,U01A811026000|U01B100000000,
R123,R123,True,False,,,,,,유동성,유동자산/매출액,유동자산,U01A111038600,유동자산(IFRS)(천원)      유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 dummy,상황별,NaN,compute_with_flag,확장,available_direct,U01A111038600|U01B100000000,
R124,R124,True,False,,,,,,유동성,현금성자산/총자산,현금성자산,U01A111050000,현금및현금성자산(IFRS)(천원)         현금및현금성자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량 가능,NaN,compute_with_flag,확장,available_direct,U01A111050000|U01A100000000,
R125,R125,True,False,,,,,,유동성,현금성자산/매출액,현금성자산,U01A111050000,현금및현금성자산(IFRS)(천원)         현금및현금성자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량 가능,NaN,compute_with_flag,확장,available_direct,U01A111050000|U01B100000000,
R126,R126,True,False,,,,,,유동성,현금성자산/총부채,현금성자산,U01A111050000,현금및현금성자산(IFRS)(천원)         현금및현금성자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,부채총계,U01A800000000,부채(IFRS)(천원)   부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량,NaN,compute_with_flag,확장,available_direct,U01A111050000|U01A800000000,
R127,R117,False,True,R117,exact_value_alias,현금성자산/유동부채 is identical to 현금비율.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,유동성,현금성자산/유동부채,현금성자산,U01A111050000,현금및현금성자산(IFRS)(천원)         현금및현금성자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,유동부채,U01A811026000,유동부채(IFRS)(천원)      유동부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량,NaN,compute_with_flag,확장,available_direct,U01A111050000|U01A811026000,
R128,R128,True,False,,,,,,유동성,현금성자산/단기금융부채,현금성자산,U01A111050000,현금및현금성자산(IFRS)(천원)         현금및현금성자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,단기금융부채,U01A811026700+U01A811027400,단기금융부채,DERIVED,0,False,False,derivable,단기차입금 + 유동성장기부채,단기차입금|유동성장기부채,False,False,False,% 또는 dummy,높을수록 우량,NaN,compute_with_flag,확장,available_derived,U01A111050000|U01A811026700+U01A811027400|단기차입금|유동성장기부채,
R130,R130,True,False,,,,,,유동성,즉시가용유동성/단기금융부채,즉시가용유동성,U01A111050000+U01A111043200,즉시가용유동성,DERIVED,0,False,False,derivable,현금및현금성자산 + 단기금융상품,현금및현금성자산|단기금융상품,단기금융부채,U01A811026700+U01A811027400,단기금융부채,DERIVED,0,False,False,derivable,단기차입금 + 유동성장기부채,단기차입금|유동성장기부채,False,False,False,% 또는 dummy,높을수록 우량,NaN,compute_with_flag,확장,available_derived,U01A111050000+U01A111043200|U01A811026700+U01A811027400|현금및현금성자산|단기금융상품|단기차입금|유동성장기부채,
R131,R094,False,True,R094,exact_value_alias,OCF/유동부채 duplicates the debt-service OCF/유동부채 ratio.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,유동성,OCF/유동부채,OCF,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,유동부채,U01A811026000,유동부채(IFRS)(천원)      유동부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량,NaN,compute_with_flag,핵심,available_direct,U01D100000000|U01A811026000,
