ratio_id,category,sub_category,ratio_name_ko,ratio_name_en,formula_text,numerator_term_orig,numerator_item_code,numerator_item_name,numerator_statement_source,numerator_lag,numerator_is_average,numerator_is_growth,numerator_status,numerator_derived_formula,numerator_derived_components,denominator_term_orig,denominator_item_code,denominator_item_name,denominator_statement_source,denominator_lag,denominator_is_average,denominator_is_growth,denominator_status,denominator_derived_formula,denominator_derived_components,requires_lag,requires_average_denominator,requires_growth_base,unit_output,expected_good_direction,denominator_zero_policy,negative_denominator_policy,priority,availability_status,notes,duplicate_alias_of,duplicate_alias_type,duplicate_alias_reason,duplicate_alias_source,duplicate_alias_policy_note,stage3_exclude,formula_item_code_fingerprint,is_canonical_ratio,canonical_ratio_id
R071,안정성,레버리지/자본구조,비유동비율,,비유동자산 / 자기자본,비유동자산,U01A110000000,비유동자산(IFRS)(천원)      비유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,자기자본,U01A600000000,자본(IFRS)(천원)   자본(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,낮을수록 우량,NaN,compute_with_flag,확장,available_direct,,,,,,,False,U01A110000000|U01A600000000,True,R071
R076,안정성,레버리지/자본구조,순운전자본/총자산,,(유동자산 - 유동부채) / 총자산,순운전자본,U01A111038600+U01A811026000,순운전자본,DERIVED,0,False,False,derivable,유동자산 - 유동부채,유동자산|유동부채,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량,NaN,compute_with_flag,핵심,available_derived,,,,,,,False,U01A111038600+U01A811026000|U01A100000000|유동자산|유동부채,True,R076
R077,안정성,레버리지/자본구조,운전자본/매출액,,순운전자본 / 매출액,순운전자본,U01A111038600+U01A811026000,순운전자본,DERIVED,0,False,False,derivable,유동자산 - 유동부채,유동자산|유동부채,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 dummy,상황별,NaN,compute_with_flag,확장,available_derived,,,,,,,False,U01A111038600+U01A811026000|U01B100000000|유동자산|유동부채,True,R077
R079,부채상환능력,커버리지/상환여력,이자보상배율,,영업이익 / 이자비용,영업이익,U01B430000000,* (정상)영업손익(계산수치)(IFRS)(천원)   * (정상)영업손익(계산수치)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,이자비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,핵심,available_direct,,,,,,,False,U01B430000000|U01B550000000,True,R079
R080,부채상환능력,커버리지/상환여력,EBIT 이자보상배율,,EBIT / 이자비용,EBIT,U01B430000000,EBIT,DERIVED,0,False,False,derivable,영업이익,영업이익,이자비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,확장,available_derived,,R079,exact_value_alias,EBIT 이자보상배율 is identical to 이자보상배율 under the current EBIT mapping.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01B430000000|U01B550000000|영업이익,False,R079
R081,부채상환능력,커버리지/상환여력,EBITDA 이자보상배율,,EBITDA / 이자비용,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,이자비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,핵심,available_derived,,,,,,,False,U01B430000000+U01B350014100+U01B350014300|U01B550000000|영업이익|감가상각비|무형자산상각비,True,R081
R082,부채상환능력,커버리지/상환여력,세전이익 이자보상배율,,법인세차감전순이익 / 이자비용,세전이익,U01B700000000,법인세비용차감전순이익(손실)(IFRS)(천원)   법인세비용차감전순이익(손실)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,이자비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,확장,available_direct,,,,,,,False,U01B700000000|U01B550000000,True,R082
R083,부채상환능력,커버리지/상환여력,OCF 이자보상배율,,영업활동현금흐름 / 이자비용,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,이자비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,확장,available_direct,,,,,,,False,U01D100000000|U01B550000000,True,R083
R085,부채상환능력,커버리지/상환여력,금융비용부담률,,금융비용 / 매출액,금융비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,핵심,available_direct,,,,,,,False,U01B550000000|U01B100000000,True,R085
R086,부채상환능력,커버리지/상환여력,이자비용/매출액,,이자비용 / 매출액,이자비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_direct,,R085,exact_value_alias,이자비용/매출액 uses the same numerator item code as 금융비용부담률; not an independent ratio in the current source mapping.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01B550000000|U01B100000000,False,R085
R087,부채상환능력,커버리지/상환여력,이자비용/영업이익,,이자비용 / 영업이익,이자비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,영업이익,U01B430000000,* (정상)영업손익(계산수치)(IFRS)(천원)   * (정상)영업손익(계산수치)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_direct,,,,,,,False,U01B550000000|U01B430000000,True,R087
R088,부채상환능력,커버리지/상환여력,이자비용/EBITDA,,이자비용 / EBITDA,이자비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_derived,,R089,exact_value_alias,이자비용/EBITDA uses the same numerator item code as 금융비용/EBITDA; keep the semantically accurate financial-cost ratio.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01B550000000|U01B430000000+U01B350014100+U01B350014300|영업이익|감가상각비|무형자산상각비,False,R089
R089,부채상환능력,커버리지/상환여력,금융비용/EBITDA,,금융비용 / EBITDA,금융비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_derived,,,,,,,False,U01B550000000|U01B430000000+U01B350014100+U01B350014300|영업이익|감가상각비|무형자산상각비,True,R089
R090,부채상환능력,커버리지/상환여력,금융비용/영업현금흐름,,금융비용 / 영업활동현금흐름,금융비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_direct,,,,,,,False,U01B550000000|U01D100000000,True,R090
R091,부채상환능력,커버리지/상환여력,OCF/총부채,,영업활동현금흐름 / 부채총계,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,부채총계,U01A800000000,부채(IFRS)(천원)   부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,핵심,available_direct,,,,,,,False,U01D100000000|U01A800000000,True,R091
R092,부채상환능력,커버리지/상환여력,OCF/총차입금,,영업활동현금흐름 / 총차입금,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,총차입금,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,0,False,False,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,확장,available_derived,,,,,,,False,U01D100000000|U01A811026700+U01A811012800+U01A811000000+U01A811027400|단기차입금|장기차입금|사채|유동성장기부채,True,R092
R093,부채상환능력,커버리지/상환여력,OCF/순차입금,,영업활동현금흐름 / 순차입금,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,순차입금,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,0,False,False,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,확장,available_derived,,,,,,,False,U01D100000000|U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,True,R093
R094,부채상환능력,커버리지/상환여력,OCF/유동부채,,영업활동현금흐름 / 유동부채,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,유동부채,U01A811026000,유동부채(IFRS)(천원)      유동부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,확장,available_direct,,,,,,,False,U01D100000000|U01A811026000,True,R094
R095,부채상환능력,커버리지/상환여력,OCF/단기차입금,,영업활동현금흐름 / 단기차입금,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,단기차입금,U01A811026700,단기차입금(IFRS)(천원)         단기차입금(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,확장,available_direct,,,,,,,False,U01D100000000|U01A811026700,True,R095
R099,부채상환능력,커버리지/상환여력,EBITDA/총차입금,,EBITDA / 총차입금,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,총차입금,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,0,False,False,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,확장,available_derived,,,,,,,False,U01B430000000+U01B350014100+U01B350014300|U01A811026700+U01A811012800+U01A811000000+U01A811027400|영업이익|감가상각비|무형자산상각비|단기차입금|장기차입금|사채|유동성장기부채,True,R099
R100,부채상환능력,커버리지/상환여력,EBITDA/순차입금,,EBITDA / 순차입금,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,순차입금,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,0,False,False,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,확장,available_derived,,,,,,,False,U01B430000000+U01B350014100+U01B350014300|U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|영업이익|감가상각비|무형자산상각비|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,True,R100
R101,부채상환능력,커버리지/상환여력,총차입금/EBITDA,,총차입금 / EBITDA,총차입금,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,0,False,False,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_derived,,,,,,,False,U01A811026700+U01A811012800+U01A811000000+U01A811027400|U01B430000000+U01B350014100+U01B350014300|단기차입금|장기차입금|사채|유동성장기부채|영업이익|감가상각비|무형자산상각비,True,R101
R102,부채상환능력,커버리지/상환여력,순차입금/EBITDA,,순차입금 / EBITDA,순차입금,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,0,False,False,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,핵심,available_derived,,,,,,,False,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|U01B430000000+U01B350014100+U01B350014300|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채|영업이익|감가상각비|무형자산상각비,True,R102
R103,부채상환능력,커버리지/상환여력,총부채/EBITDA,,부채총계 / EBITDA,부채총계,U01A800000000,부채(IFRS)(천원)   부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_derived,,,,,,,False,U01A800000000|U01B430000000+U01B350014100+U01B350014300|영업이익|감가상각비|무형자산상각비,True,R103
R104,부채상환능력,커버리지/상환여력,순차입금/OCF,,순차입금 / 영업활동현금흐름,순차입금,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,0,False,False,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_derived,,,,,,,False,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|U01D100000000|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,True,R104
R105,부채상환능력,커버리지/상환여력,총차입금/OCF,,총차입금 / 영업활동현금흐름,총차입금,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,0,False,False,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_derived,,,,,,,False,U01A811026700+U01A811012800+U01A811000000+U01A811027400|U01D100000000|단기차입금|장기차입금|사채|유동성장기부채,True,R105
R106,부채상환능력,커버리지/상환여력,총부채/OCF,,부채총계 / 영업활동현금흐름,부채총계,U01A800000000,부채(IFRS)(천원)   부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_direct,,,,,,,False,U01A800000000|U01D100000000,True,R106
R107,부채상환능력,커버리지/상환여력,단기차입금/OCF,,단기차입금 / 영업활동현금흐름,단기차입금,U01A811026700,단기차입금(IFRS)(천원)         단기차입금(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_direct,,,,,,,False,U01A811026700|U01D100000000,True,R107
R108,부채상환능력,커버리지/상환여력,단기금융부채/EBITDA,,단기금융부채 / EBITDA,단기금융부채,U01A811026700+U01A811027400,단기금융부채,DERIVED,0,False,False,derivable,단기차입금 + 유동성장기부채,단기차입금|유동성장기부채,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_derived,,,,,,,False,U01A811026700+U01A811027400|U01B430000000+U01B350014100+U01B350014300|단기차입금|유동성장기부채|영업이익|감가상각비|무형자산상각비,True,R108
R109,부채상환능력,커버리지/상환여력,단기금융부채/현금성자산,,단기금융부채 / 현금및현금성자산,단기금융부채,U01A811026700+U01A811027400,단기금융부채,DERIVED,0,False,False,derivable,단기차입금 + 유동성장기부채,단기차입금|유동성장기부채,현금및현금성자산,U01A111050000,현금및현금성자산(IFRS)(천원)         현금및현금성자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_derived,,,,,,,False,U01A811026700+U01A811027400|U01A111050000|단기차입금|유동성장기부채,True,R109
R110,부채상환능력,커버리지/상환여력,현금성자산/총차입금,,현금및현금성자산 / 총차입금,현금성자산,U01A111050000,현금및현금성자산(IFRS)(천원)         현금및현금성자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총차입금,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,0,False,False,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,확장,available_derived,,,,,,,False,U01A111050000|U01A811026700+U01A811012800+U01A811000000+U01A811027400|단기차입금|장기차입금|사채|유동성장기부채,True,R110
R111,부채상환능력,커버리지/상환여력,현금성자산/단기차입금,,현금및현금성자산 / 단기차입금,현금성자산,U01A111050000,현금및현금성자산(IFRS)(천원)         현금및현금성자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,단기차입금,U01A811026700,단기차입금(IFRS)(천원)         단기차입금(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,확장,available_direct,,,,,,,False,U01A111050000|U01A811026700,True,R111
R112,부채상환능력,커버리지/상환여력,내부자금조달률,,영업활동현금흐름 / CAPEX,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,CAPEX,U01D206012400,CAPEX,DERIVED,0,False,False,derivable,현금흐름표 유형자산 취득,CAPEX_proxy,False,False,False,배 또는 %,높을수록 우량,NaN,compute_with_flag,확장,available_derived,,,,,,,False,U01D100000000|U01D206012400|CAPEX_proxy,True,R112
R114,부채상환능력,커버리지/상환여력,순차입금상환가능기간,,순차입금 / EBITDA,순차입금,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,0,False,False,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,False,False,False,배 또는 %,낮을수록 우량,NaN,compute_with_flag,확장,available_derived,,R102,exact_value_alias,순차입금상환가능기간 is identical to 순차입금/EBITDA.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|U01B430000000+U01B350014100+U01B350014300|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채|영업이익|감가상각비|무형자산상각비,False,R102
R115,유동성,단기지급능력/운전자본,유동비율,,유동자산 / 유동부채,유동자산,U01A111038600,유동자산(IFRS)(천원)      유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,유동부채,U01A811026000,유동부채(IFRS)(천원)      유동부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량,NaN,compute_with_flag,핵심,available_direct,,,,,,,False,U01A111038600|U01A811026000,True,R115
R116,유동성,단기지급능력/운전자본,당좌비율,,당좌자산 / 유동부채,당좌자산,U01A111038600+U01A111038700,당좌자산,DERIVED,0,False,False,derivable,유동자산 - 재고자산,유동자산|재고자산,유동부채,U01A811026000,유동부채(IFRS)(천원)      유동부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량,NaN,compute_with_flag,핵심,available_derived,,,,,,,False,U01A111038600+U01A111038700|U01A811026000|유동자산|재고자산,True,R116
R117,유동성,단기지급능력/운전자본,현금비율,,현금및현금성자산 / 유동부채,현금성자산,U01A111050000,현금및현금성자산(IFRS)(천원)         현금및현금성자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,유동부채,U01A811026000,유동부채(IFRS)(천원)      유동부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량,NaN,compute_with_flag,핵심,available_direct,,,,,,,False,U01A111050000|U01A811026000,True,R117
R118,유동성,단기지급능력/운전자본,순운전자본비율,,(유동자산 - 유동부채) / 총자산,순운전자본,U01A111038600+U01A811026000,순운전자본,DERIVED,0,False,False,derivable,유동자산 - 유동부채,유동자산|유동부채,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량,NaN,compute_with_flag,핵심,available_derived,,R076,exact_value_alias,순운전자본비율 is identical to 순운전자본/총자산.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01A111038600+U01A811026000|U01A100000000|유동자산|유동부채,False,R076
R119,유동성,단기지급능력/운전자본,순운전자본/매출액,,순운전자본 / 매출액,순운전자본,U01A111038600+U01A811026000,순운전자본,DERIVED,0,False,False,derivable,유동자산 - 유동부채,유동자산|유동부채,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량 가능,NaN,compute_with_flag,확장,available_derived,,R077,exact_value_alias,순운전자본/매출액 is identical to 운전자본/매출액.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01A111038600+U01A811026000|U01B100000000|유동자산|유동부채,False,R077
R120,유동성,단기지급능력/운전자본,유동자산/총자산,,유동자산 / 총자산,유동자산,U01A111038600,유동자산(IFRS)(천원)      유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,산업별,NaN,compute_with_flag,확장,available_direct,,,,,,,False,U01A111038600|U01A100000000,True,R120
R121,유동성,단기지급능력/운전자본,유동부채/총자산,,유동부채 / 총자산,유동부채,U01A811026000,유동부채(IFRS)(천원)      유동부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,낮을수록 우량,NaN,compute_with_flag,확장,available_direct,,,,,,,False,U01A811026000|U01A100000000,True,R121
R122,유동성,단기지급능력/운전자본,유동부채/매출액,,유동부채 / 매출액,유동부채,U01A811026000,유동부채(IFRS)(천원)      유동부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 dummy,낮을수록 우량,NaN,compute_with_flag,확장,available_direct,,,,,,,False,U01A811026000|U01B100000000,True,R122
R123,유동성,단기지급능력/운전자본,유동자산/매출액,,유동자산 / 매출액,유동자산,U01A111038600,유동자산(IFRS)(천원)      유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 dummy,상황별,NaN,compute_with_flag,확장,available_direct,,,,,,,False,U01A111038600|U01B100000000,True,R123
